employee_id,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
1382,2,30,4,2,1,0,79,0
58435,1,36,4,9,0,0,87,0
31116,1,34,1,5,0,0,59,0
58422,1,29,3,2,1,0,58,0
64139,1,26,5,2,0,0,59,1
46933,1,38,5,9,1,0,48,0
2338,2,28,1,2,0,0,51,0
1866,1,25,3,2,0,0,80,0
49639,1,29,2,4,0,0,46,0
2078,3,25,,1,0,0,63,0
25549,1,32,5,5,1,0,44,0
68162,1,29,3,6,0,0,78,0
27153,1,43,5,18,0,0,52,0
68133,1,46,1,4,0,0,63,0
648,2,42,3,3,0,0,80,0
32718,1,34,3,5,0,0,84,0
8464,1,26,3,3,0,0,82,0
65758,1,28,5,3,0,0,87,1
2334,1,36,4,10,0,0,58,0
51828,1,31,3,5,1,0,59,0
20260,1,33,3,9,0,0,80,0
76462,2,45,3,16,0,0,59,0
52552,1,41,3,5,1,0,65,0
8800,2,27,3,2,0,0,85,0
34786,1,31,5,3,0,0,46,0
77125,1,44,5,14,1,0,80,0
61266,1,38,1,6,0,0,48,0
17883,1,54,5,17,0,0,50,0
73881,1,34,4,5,1,0,58,0
19585,1,37,1,4,0,0,47,0
3541,1,32,5,7,1,0,61,0
41274,1,48,4,19,0,0,46,0
65978,2,37,4,2,0,0,66,0
9983,1,32,5,3,0,0,54,0
38260,1,32,1,2,0,0,57,0
10885,1,32,3,6,1,0,82,0
42445,1,30,5,5,0,0,52,0
59250,1,28,4,8,1,0,59,0
48374,2,34,5,5,0,0,49,0
36355,1,33,3,3,0,0,80,0
71770,1,32,2,3,0,0,49,0
2083,2,36,3,9,0,0,66,0
18125,1,25,3,2,0,0,82,0
3825,1,34,3,4,1,0,83,0
60864,1,32,5,4,0,0,66,0
13855,1,52,3,5,0,0,76,0
15684,2,27,,1,0,0,58,0
62440,2,27,,1,1,0,83,0
67766,2,28,4,5,0,0,80,0
40369,1,28,5,6,1,0,53,0
10539,1,34,4,6,1,0,61,0
28441,1,52,5,20,1,0,72,0
50109,1,49,4,11,0,0,74,0
34755,1,46,3,5,0,0,80,0
24207,2,40,5,2,1,0,74,0
40039,1,34,3,7,1,0,47,0
67166,1,51,2,8,1,0,70,0
11264,1,40,4,6,1,0,46,0
27735,1,32,3,3,0,0,73,0
38910,1,34,4,6,1,0,61,0
28778,1,38,5,11,0,0,47,0
12599,1,44,1,2,0,0,53,0
46329,1,29,1,2,0,0,54,0
13004,1,50,3,8,0,0,80,0
35546,1,33,2,8,0,0,50,0
27314,1,42,5,3,1,0,50,0
1112,1,49,3,6,0,0,59,0
65071,1,32,2,7,0,0,65,0
10975,1,36,5,9,1,0,73,0
74110,1,51,5,6,1,0,65,0
68365,1,49,3,13,0,0,47,0
2510,1,33,5,5,0,0,60,0
21602,2,25,3,3,0,0,48,0
34610,1,32,4,6,1,0,59,1
22103,1,39,2,3,1,0,85,0
76358,1,27,2,3,0,0,83,0
73801,1,29,3,2,0,0,89,0
23837,1,31,5,7,1,0,61,0
68099,1,41,3,15,0,0,50,0
53591,1,39,3,8,0,0,85,0
65302,2,38,1,9,0,0,49,0
45155,1,36,5,9,1,0,59,0
40511,3,31,3,3,0,0,84,0
42237,1,37,5,10,1,0,54,1
21517,1,29,,1,0,0,73,1
65958,1,33,1,4,0,0,52,0
69452,1,48,3,19,1,0,75,1
26195,1,30,3,3,0,0,85,0
1240,1,33,1,6,0,0,58,0
38865,3,29,3,5,0,0,48,0
18675,1,28,3,2,0,0,80,0
55997,1,36,5,2,1,0,56,0
2381,1,28,1,6,0,0,84,0
6459,2,28,5,5,1,1,91,1
65659,2,29,3,4,0,0,79,0
31229,1,37,4,5,0,0,57,0
62214,1,34,3,5,0,0,64,0
23556,1,28,3,6,0,0,82,0
38973,1,60,4,5,0,0,53,0
70811,1,36,5,4,1,0,54,1
246,1,34,3,6,0,0,50,0
28822,1,34,5,3,1,0,77,0
65611,1,30,3,7,0,0,44,0
16708,1,33,4,9,0,0,51,0
26678,1,26,,1,1,0,79,1
7632,1,26,1,3,0,0,48,0
6306,1,33,4,7,0,0,48,0
3615,1,32,3,7,0,0,59,0
45217,1,34,3,9,0,0,47,0
68648,2,27,,1,0,0,48,0
55433,1,41,5,3,0,0,50,0
77749,1,28,3,5,0,0,72,0
47999,1,27,,1,1,0,85,0
50164,1,31,3,6,0,0,51,0
60749,3,32,3,3,0,0,50,0
30045,1,26,,1,0,0,53,0
30678,1,26,4,4,0,0,69,0
2963,1,31,5,5,0,0,50,0
28047,1,47,1,7,0,0,49,0
42746,1,30,4,6,1,0,56,0
50177,1,33,5,9,0,0,81,0
38735,1,35,3,9,1,0,68,0
29656,1,30,3,5,1,0,49,0
11418,1,39,5,3,1,0,58,0
67892,1,28,3,2,0,0,48,0
54737,2,44,4,6,1,0,61,1
69372,1,31,1,3,0,0,78,0
65794,1,34,3,10,0,1,72,0
73232,1,36,5,5,0,0,49,0
62371,2,38,3,11,0,0,71,0
33374,1,54,5,17,1,0,81,0
13244,1,32,2,7,0,0,78,0
53963,2,34,5,7,0,0,61,0
69838,1,26,,1,0,0,77,0
2797,1,40,4,4,1,1,51,1
40555,1,37,2,5,0,0,45,0
60053,1,39,2,3,0,0,70,0
41179,1,34,3,4,1,0,86,1
77403,1,56,5,14,1,0,56,0
73627,1,36,5,10,1,0,63,0
58811,1,43,1,15,0,0,70,0
69686,3,28,5,7,1,0,84,1
37052,1,25,5,2,1,0,82,0
17786,1,36,3,5,1,0,82,0
16300,1,57,5,24,0,0,87,0
24557,1,28,1,4,0,0,61,0
62162,1,30,3,4,1,1,51,0
3405,1,47,1,5,0,0,50,0
12055,1,34,4,8,0,0,72,0
13812,2,36,5,4,0,0,59,0
46578,1,30,5,3,0,0,50,0
30428,1,33,4,3,0,0,62,0
8976,1,48,3,5,0,0,52,0
43358,1,29,5,2,1,0,77,0
40209,1,34,3,3,1,0,79,0
47692,1,35,5,9,0,0,60,0
78231,1,47,3,18,0,0,61,0
667,1,41,2,15,0,0,83,0
72397,1,49,3,5,1,0,63,0
59524,1,30,4,5,1,0,62,0
30474,2,27,4,4,1,0,51,1
61386,2,33,5,6,1,0,49,0
44698,1,28,2,4,0,0,80,0
809,2,38,2,5,0,0,68,0
71282,1,25,3,3,0,0,60,0
64321,3,40,4,9,0,0,51,0
59880,1,44,4,4,0,0,51,0
50841,1,43,3,3,0,0,46,0
70765,1,26,2,2,0,0,61,0
76436,1,38,3,9,1,0,49,0
47242,1,27,2,4,0,0,59,0
23799,1,39,1,10,0,0,56,0
17610,1,50,3,15,0,0,52,0
42895,2,38,2,5,0,0,68,0
21632,1,25,,1,1,0,48,0
1485,2,32,4,4,0,0,59,0
54563,1,31,5,6,0,0,58,0
63121,1,36,3,9,0,0,79,0
19957,1,34,3,10,0,0,82,0
11110,1,27,,1,0,0,59,0
9533,1,26,3,3,1,0,49,0
17581,1,46,2,14,0,0,51,0
34550,1,31,3,7,1,0,63,0
52256,2,33,1,4,0,0,48,0
32069,1,34,5,7,1,0,58,0
1461,1,35,4,3,0,0,63,1
20276,2,24,,1,1,0,79,0
70203,1,29,5,6,1,0,70,0
14678,1,30,3,5,0,0,88,0
33971,1,46,3,7,0,0,73,0
30767,1,28,4,4,1,0,52,0
72176,1,55,5,12,1,0,59,0
19045,1,45,5,6,1,0,62,0
22278,2,33,1,7,0,0,85,0
3799,1,43,2,12,0,0,60,0
28684,2,36,3,7,0,0,85,0
74118,1,28,3,4,1,0,59,0
65827,1,29,5,5,0,0,91,1
33775,1,39,5,10,1,0,58,0
46164,2,29,3,5,1,0,86,0
31505,1,31,5,6,1,0,50,0
33851,1,38,3,8,0,0,83,0
26755,2,41,3,5,0,0,82,0
6003,1,33,3,4,1,0,52,0
28259,2,25,1,3,0,0,65,0
58877,1,30,2,2,1,0,58,0
8756,1,30,,1,0,0,59,1
59565,1,34,5,3,1,0,57,0
2855,1,29,,1,0,0,61,0
9626,1,35,1,8,0,0,71,0
42788,1,31,4,10,1,0,78,0
42915,1,33,3,3,1,0,66,1
3654,1,21,4,2,0,0,49,0
32274,1,35,5,7,1,0,79,1
13554,2,32,3,6,1,0,62,1
66948,1,37,3,2,0,0,63,0
40662,2,31,1,7,0,0,49,0
15966,2,33,3,5,0,0,48,0
46095,6,43,3,13,0,0,52,0
66826,1,43,3,3,1,0,48,0
30300,1,32,3,10,0,0,81,0
63758,1,34,2,8,0,0,64,0
32395,1,36,4,2,1,0,71,0
70770,1,37,5,2,1,0,46,0
47892,1,31,4,7,0,0,57,0
37131,2,38,3,6,0,0,51,0
64130,1,27,1,2,0,0,67,0
28501,1,28,4,2,0,0,74,0
18506,1,55,1,14,1,0,76,0
54295,1,28,1,5,0,0,70,0
15883,1,28,,1,1,1,53,1
774,1,37,3,2,1,0,51,0
56224,1,30,2,6,0,0,79,0
17167,1,35,5,9,1,0,64,0
73850,1,35,3,6,1,1,50,1
14259,1,29,1,6,0,0,47,0
3129,1,32,3,6,0,0,84,0
25120,1,52,1,7,0,0,51,0
12915,1,34,5,7,1,0,61,0
6860,1,28,,1,1,0,65,0
59808,1,29,3,6,1,0,87,0
41319,1,34,3,2,0,0,46,0
13113,1,31,5,6,1,0,49,1
73187,1,28,4,5,0,0,68,0
32802,1,42,3,13,0,0,68,0
23185,2,28,5,2,0,0,50,0
15886,2,27,5,4,0,0,87,0
30955,1,27,1,3,0,0,87,0
6094,1,30,5,5,0,0,52,0
34285,2,28,5,4,0,0,72,0
76558,1,30,4,2,1,0,59,1
64945,1,32,5,5,0,0,51,0
28829,1,21,,1,1,0,58,0
60130,2,39,5,6,0,0,61,0
77513,1,42,3,7,0,0,90,0
23065,1,36,4,2,0,0,60,0
56088,1,37,3,9,0,0,48,0
72417,1,42,4,6,0,0,77,0
74572,1,38,4,3,0,0,51,0
20938,1,29,4,3,0,0,63,0
6919,1,27,,1,0,0,58,0
33680,1,52,4,12,0,0,63,0
69801,1,28,3,3,0,0,86,0
40665,1,33,5,8,0,0,79,0
34526,2,34,5,8,1,0,79,0
2456,1,38,3,3,0,0,51,0
47591,1,34,3,5,0,0,77,0
53289,4,36,2,6,0,0,48,0
45944,1,26,2,2,0,0,73,0
21711,1,32,2,4,1,0,86,0
22345,1,34,4,6,0,0,46,0
33015,2,52,2,7,0,0,75,0
37578,1,37,4,2,0,0,47,0
63315,1,51,5,23,1,0,95,1
48549,2,30,3,3,0,0,62,0
58559,1,47,1,2,1,0,62,0
44524,1,34,4,5,0,0,51,0
60070,1,27,,1,0,0,61,0
21277,1,40,3,13,1,0,87,0
65137,1,31,5,7,0,0,50,0
28222,1,35,3,10,0,0,49,0
12277,1,29,2,4,0,0,53,0
68901,1,35,4,3,1,0,60,0
43205,2,33,5,7,0,1,71,1
8224,1,26,2,1,1,0,85,0
49961,1,31,5,3,1,0,76,0
76817,2,28,3,2,0,0,78,0
41849,1,30,5,4,1,0,61,0
39318,1,36,3,6,1,0,49,0
24342,1,33,3,6,0,0,73,0
61214,2,34,5,7,1,0,68,0
65524,1,33,2,3,0,0,58,0
67143,1,44,3,17,0,0,67,0
20133,1,29,2,5,0,0,54,0
14112,1,27,,1,1,0,48,0
26953,2,27,,1,1,1,72,1
22630,1,32,4,6,0,0,61,0
22359,1,29,3,4,0,0,48,0
70544,1,24,,1,1,0,81,1
77955,2,30,4,5,1,0,89,1
40415,1,29,4,3,0,0,62,0
24818,1,43,4,4,1,0,93,1
53864,1,28,3,2,0,0,48,0
77628,1,30,5,7,1,0,66,0
10648,1,27,3,4,1,0,48,0
15148,2,41,4,7,1,0,70,1
1779,1,35,3,9,1,0,70,1
36728,1,32,5,7,1,0,67,0
51171,1,60,3,33,0,0,51,0
18584,1,38,3,4,1,0,60,0
24095,1,36,2,10,0,0,85,0
33777,1,32,5,4,1,0,81,0
45457,1,47,3,6,0,0,46,0
27282,2,36,2,3,0,1,48,0
42201,1,27,5,5,1,0,59,1
40646,3,28,,1,0,0,81,1
10555,1,38,4,7,0,0,52,0
31708,1,45,5,2,0,1,76,1
44367,1,24,1,2,0,0,48,0
9591,1,33,3,9,0,0,69,0
75786,1,32,4,4,0,0,61,0
52097,1,35,5,7,0,0,50,0
64160,1,30,3,2,0,0,50,0
39575,1,28,3,2,0,0,88,0
68575,1,29,3,2,1,0,84,0
76154,1,50,1,22,0,0,59,0
3160,1,29,4,3,0,0,85,0
69973,2,39,3,5,1,0,80,1
47394,2,29,3,3,0,0,84,0
28539,1,39,2,5,0,0,48,0
31590,3,31,3,6,0,0,83,0
59977,1,31,5,4,0,0,51,0
65601,1,31,4,4,0,0,60,0
63574,1,33,1,9,0,0,47,0
13035,1,30,5,6,1,0,49,0
66337,1,33,5,5,1,0,66,1
50995,2,32,3,6,0,0,52,0
77183,2,30,4,5,0,0,47,0
53625,1,34,5,7,1,0,83,0
54949,1,36,5,8,0,0,48,0
65394,1,28,2,3,0,0,85,0
40378,1,30,5,3,0,0,47,0
58101,1,37,3,2,0,0,46,0
45794,1,31,1,4,0,0,55,0
53691,1,36,5,8,1,0,61,0
12846,1,45,5,10,1,0,55,0
14652,1,27,,1,0,0,48,0
72983,1,38,3,12,0,0,59,0
41445,4,33,3,5,0,0,51,0
72705,1,28,3,4,0,0,69,0
66656,1,37,3,4,1,0,58,1
15493,1,30,1,4,0,0,81,0
59729,1,28,3,2,1,0,58,0
43888,1,35,3,5,1,0,96,1
78174,1,38,3,10,0,0,76,0
31240,1,23,3,2,1,0,81,1
29177,2,29,5,3,1,0,85,1
46872,1,53,4,15,0,0,62,1
13877,1,29,3,6,1,0,66,0
39772,1,45,3,7,1,0,78,0
51773,1,40,1,6,0,0,85,0
22056,2,27,3,4,0,0,50,0
60723,1,40,5,4,1,0,65,0
5798,1,33,4,8,0,0,54,0
49343,1,38,1,7,0,0,66,0
73441,3,40,1,3,0,0,86,0
38615,2,36,3,8,0,0,51,0
24972,2,37,5,6,1,0,58,0
73280,1,40,3,10,0,0,64,0
33921,2,45,4,3,1,0,69,0
46855,1,33,4,4,0,0,58,0
21586,1,42,4,14,1,0,71,0
25117,1,37,3,5,1,0,58,0
66960,1,28,,1,1,0,54,0
44189,1,35,3,7,0,0,54,0
35819,2,27,3,6,0,0,65,0
782,1,28,,1,1,0,61,0
46602,1,26,2,2,0,0,48,0
19140,2,32,5,7,1,0,86,0
3266,1,29,3,3,0,0,61,0
70358,1,47,3,18,0,0,69,0
14060,1,23,5,2,1,0,52,0
63097,2,30,4,6,0,0,75,0
76705,1,30,1,5,0,0,56,0
55422,1,32,4,3,0,0,54,0
45408,2,37,3,8,0,0,73,0
26699,1,26,2,2,0,0,54,0
27623,1,27,,1,1,0,47,0
2718,1,34,4,8,1,0,82,0
68865,1,34,3,4,1,0,89,0
56686,1,45,5,7,1,0,59,0
6873,1,36,1,3,0,0,47,0
256,1,34,3,6,0,0,57,0
21470,1,34,4,9,0,0,74,0
14875,1,33,5,7,0,0,60,0
39573,1,36,3,6,0,0,63,0
72853,1,53,3,12,0,0,78,0
34072,2,30,1,5,0,0,47,0
33893,1,31,4,4,0,0,45,0
75091,1,27,1,6,0,0,61,0
22786,1,42,4,14,0,0,62,0
12316,1,34,1,4,1,0,51,0
33136,3,27,3,2,0,0,52,0
78131,2,36,5,4,0,0,59,0
26708,1,39,5,5,1,0,60,0
64663,1,28,,1,0,0,87,0
71193,1,31,3,2,0,0,84,0
74184,1,34,5,9,1,0,71,0
23132,1,29,3,6,0,0,63,0
66310,1,48,4,8,0,0,85,0
56357,1,27,3,3,0,0,45,0
37697,1,32,4,7,0,0,50,0
41969,1,42,3,11,0,0,73,0
12993,1,35,5,3,0,0,47,0
28112,3,33,1,5,0,0,51,0
23987,1,32,,1,0,0,59,0
46801,3,25,3,3,0,0,85,0
75482,1,26,5,3,0,0,56,0
70124,1,27,4,3,0,1,85,1
77637,1,26,,1,0,0,76,0
66712,1,28,1,4,0,0,87,0
7587,1,34,5,8,1,0,55,0
32343,1,44,5,5,1,0,67,0
29495,1,46,5,6,1,0,53,0
45559,1,34,5,8,1,0,78,0
30333,2,46,2,9,0,0,49,0
77889,1,44,3,6,1,0,59,0
24418,1,34,3,3,0,0,60,0
51708,1,39,3,6,0,0,47,0
61796,1,39,3,11,0,1,97,1
11402,1,31,4,4,0,0,59,0
22134,5,33,3,2,1,0,50,0
40688,2,46,3,6,0,0,48,0
73902,1,35,1,3,0,0,53,0
41306,1,30,5,4,1,0,87,0
67613,1,34,3,8,0,0,47,0
39838,2,26,5,3,1,0,61,0
1567,1,28,5,5,1,0,85,0
25313,1,31,1,4,0,0,70,0
20177,1,37,4,9,1,0,51,0
53375,2,41,3,13,0,0,77,0
74138,2,27,2,3,0,0,50,0
578,2,35,3,7,0,0,68,0
34697,1,26,3,2,0,0,78,0
21874,1,29,5,7,0,0,81,0
29817,2,34,5,2,0,0,88,0
11518,1,51,3,12,0,0,50,0
9561,4,32,3,7,1,0,65,0
31965,1,29,2,2,0,0,56,0
35005,1,34,3,3,0,0,60,0
54020,1,58,4,16,1,0,65,0
35748,1,33,3,5,0,0,58,0
75449,2,28,1,2,0,0,60,0
34597,1,32,3,4,0,0,51,0
30557,1,30,3,3,0,0,62,0
4631,1,51,1,3,0,0,53,0
50267,1,24,4,2,0,0,52,0
47764,1,31,4,6,0,0,49,0
33278,1,27,1,4,0,0,88,0
52705,1,49,5,4,1,0,80,0
21741,1,36,3,7,0,0,79,0
28205,1,43,5,6,0,0,45,0
18879,1,41,3,15,1,0,57,0
60616,1,36,4,4,0,0,77,0
12475,1,36,5,3,1,0,63,0
33594,1,35,3,10,1,0,49,0
69454,1,50,5,17,1,0,50,0
44769,1,41,4,10,1,0,69,0
64235,1,29,4,3,1,1,83,0
73576,1,34,4,5,0,0,51,0
3488,2,27,,1,0,0,68,0
27182,1,58,5,18,1,0,70,0
19204,1,28,,1,1,1,79,0
16354,1,26,5,5,0,0,50,0
62875,1,56,3,7,0,0,61,0
73450,1,39,1,7,1,0,51,1
37046,1,33,4,3,0,0,58,0
53913,1,35,5,7,1,0,60,0
2320,1,38,5,8,0,0,72,0
12113,2,26,5,3,0,0,86,0
21469,2,34,5,4,1,0,86,1
42393,1,56,5,13,0,0,59,0
53102,3,33,3,4,1,0,84,0
17947,1,44,5,5,1,0,78,0
11209,1,27,5,1,0,0,48,0
72774,1,30,4,6,1,0,93,1
22545,1,26,5,3,0,0,49,0
32047,2,31,1,9,0,0,62,0
26149,1,31,5,7,1,0,49,1
71156,1,29,5,2,1,0,83,0
41438,1,30,5,7,1,0,95,1
32400,2,34,3,6,1,0,60,0
65781,1,29,,1,1,0,53,0
36341,1,32,,1,0,0,87,0
11531,1,31,3,4,0,0,63,0
1472,1,51,1,3,0,0,70,0
62843,1,28,5,5,0,0,58,0
67803,1,47,3,6,0,0,62,0
29819,1,29,1,2,0,0,52,0
24282,1,55,1,7,0,0,75,0
12618,1,35,1,10,0,0,48,0
67184,1,41,3,6,0,0,49,0
3048,3,32,1,6,0,0,46,0
50317,1,21,,1,0,0,48,0
33065,1,31,4,2,0,0,72,0
51194,1,36,1,10,0,0,52,0
1659,2,35,3,7,1,0,57,1
66348,1,31,3,3,0,0,85,0
61309,1,29,3,2,0,0,58,0
5619,1,52,3,19,0,0,82,0
75748,1,39,3,12,0,0,48,0
537,1,36,3,6,0,0,59,0
43969,2,36,5,7,1,0,48,0
75860,1,41,4,5,1,0,52,0
27985,1,36,1,4,0,0,48,0
5514,1,31,,1,0,0,60,0
52885,1,31,3,3,0,0,51,0
33790,1,34,5,7,1,0,61,0
49593,1,34,3,4,0,0,63,0
15554,2,56,3,7,0,0,50,0
17686,1,24,,1,0,0,51,0
6975,1,30,3,5,0,0,86,1
25299,1,37,3,4,0,0,47,0
49012,1,27,1,3,0,0,60,0
27239,2,24,,1,0,0,50,0
36132,1,31,3,6,1,0,60,0
43895,1,32,4,6,0,0,71,0
25223,1,27,2,4,0,0,41,0
11952,1,30,3,4,0,0,80,0
20908,1,30,3,2,1,0,60,1
43929,1,29,5,2,0,0,56,0
70686,1,27,,1,1,0,70,0
17463,2,34,5,6,0,0,75,1
46868,1,41,,1,1,1,63,0
77484,1,29,,1,0,0,63,0
61259,1,43,5,7,1,0,60,0
41478,1,27,4,6,0,0,84,0
72826,1,33,5,6,1,0,49,0
15467,1,38,4,7,0,0,60,0
26787,2,27,,1,0,0,85,0
17722,1,29,1,4,0,0,61,0
64827,1,41,5,2,1,0,70,0
16315,1,36,3,2,1,0,46,0
56336,1,50,3,5,0,0,56,0
32481,1,40,2,11,0,0,51,0
8133,1,28,,1,0,0,60,0
35896,1,32,4,5,0,0,50,0
68034,1,23,,1,1,0,77,0
76960,2,57,3,28,0,0,54,0
5630,1,32,3,7,1,0,46,0
58667,1,40,3,13,0,0,59,0
60210,1,37,5,4,1,0,55,0
72784,1,32,3,10,0,0,46,0
1228,1,56,3,6,0,0,58,0
54497,1,54,2,12,0,0,51,0
52785,1,31,3,2,0,0,82,0
70634,1,24,3,1,0,0,81,0
6939,1,57,2,15,0,0,77,0
46421,1,30,4,6,0,0,87,0
66397,1,33,2,7,0,0,71,0
21037,1,21,,1,0,0,62,1
40316,1,37,4,9,1,0,46,0
48623,1,27,4,2,1,0,70,0
31868,3,44,4,5,1,0,60,0
68912,1,49,3,6,0,0,54,0
32945,1,37,2,4,1,0,65,0
43707,2,58,3,7,0,0,68,0
37183,1,35,2,9,0,0,69,0
27501,1,37,3,8,0,0,80,0
11095,1,29,3,5,0,0,58,0
59619,2,29,2,5,1,0,59,0
31521,2,42,3,5,0,0,78,0
26501,1,36,3,2,0,0,60,0
40436,1,41,1,4,1,0,51,0
63726,1,29,5,5,0,0,87,0
74026,1,56,5,3,1,0,70,0
1902,1,37,3,5,0,0,50,0
27011,1,47,1,16,0,0,42,0
45073,2,33,3,7,1,0,60,0
21816,1,37,4,5,0,0,48,0
39717,1,28,,1,1,1,62,0
66709,1,38,3,8,0,0,71,0
35925,1,30,3,5,0,0,62,0
15394,1,32,3,6,0,0,84,0
37127,1,25,,1,0,0,52,0
32899,2,52,4,24,0,0,58,0
64037,1,31,3,4,0,0,77,0
23397,2,46,3,2,0,0,69,0
39300,1,28,4,2,0,0,51,0
63382,1,44,3,13,0,0,48,0
18544,1,50,1,5,1,0,60,0
18196,1,27,2,4,0,0,49,0
46222,2,30,3,8,0,0,82,0
28486,1,35,2,2,0,0,64,0
9062,1,37,2,5,0,0,46,0
18830,1,33,4,7,0,0,47,0
70123,1,26,5,2,1,0,64,0
38977,1,26,2,2,0,0,86,0
61701,1,34,4,5,0,0,88,0
5001,1,32,3,3,1,0,49,0
63141,1,41,3,15,0,0,60,0
38035,2,30,3,3,0,0,59,0
27348,1,41,5,3,1,0,64,0
73250,1,40,3,15,0,0,68,1
34142,2,27,3,2,0,0,88,0
35932,1,32,4,7,1,0,79,0
49760,1,50,5,3,0,0,60,0
48665,1,33,3,4,0,0,82,0
53676,1,33,1,6,0,0,87,0
69902,1,31,3,5,1,0,49,0
4338,1,25,4,2,1,0,56,0
59048,1,31,5,4,0,0,50,0
68733,1,36,3,2,0,0,63,0
33055,1,26,,1,1,0,82,0
5688,1,39,4,12,0,0,50,0
75533,2,35,4,4,1,0,67,0
1350,1,57,2,7,0,0,74,0
2555,2,29,3,2,0,0,80,0
2330,1,54,3,19,0,0,72,0
61453,1,52,5,7,1,0,51,0
3944,2,31,5,3,0,0,53,0
46054,1,30,,1,1,1,48,0
15907,1,34,1,2,0,0,58,0
3229,1,30,4,4,0,0,79,0
63711,1,31,4,3,1,0,59,0
12981,2,30,3,3,0,0,83,0
367,1,35,5,8,0,0,56,0
62031,2,28,1,2,0,0,73,0
32281,1,37,3,3,0,0,60,0
62654,1,40,4,5,0,0,58,0
65211,1,46,5,7,1,1,73,0
59408,1,37,4,10,0,0,58,0
41680,1,42,3,3,1,0,68,0
554,1,26,,1,0,0,46,0
45757,2,34,1,4,0,0,51,0
23739,1,38,2,7,1,0,67,0
66250,1,37,3,9,0,0,46,0
38197,1,26,3,2,1,0,57,1
9587,1,38,3,10,0,0,60,0
47918,1,28,,1,0,0,88,0
78035,1,36,5,10,1,0,81,1
25937,1,28,2,2,0,0,78,0
20987,1,31,4,4,0,0,60,0
34167,1,53,3,22,0,0,67,0
74199,1,35,3,6,1,0,64,0
77873,1,55,3,13,0,0,70,0
8624,1,47,1,5,1,0,53,0
11799,2,32,5,4,1,0,79,0
42124,1,29,,1,1,0,62,0
42102,1,37,1,3,1,0,68,0
72155,1,20,,1,0,0,47,0
57180,1,35,3,10,0,0,60,0
28896,1,29,3,5,0,0,82,0
1820,1,29,3,2,1,0,80,1
63212,1,35,4,3,1,0,73,0
15832,1,40,4,4,1,0,71,0
17842,2,27,3,2,0,1,88,1
21739,1,29,5,2,0,0,45,0
61462,1,34,4,2,0,0,67,0
16483,1,33,2,5,0,0,59,0
49373,1,35,4,8,1,0,79,0
8103,1,36,5,3,1,0,88,0
47964,1,30,5,5,1,0,59,0
27798,5,27,1,2,0,0,51,0
8274,1,39,4,5,1,0,72,0
40176,1,32,3,5,1,0,83,0
35113,1,41,3,4,0,0,48,0
26627,1,52,4,17,0,0,44,0
47547,2,32,3,9,0,0,42,0
77757,2,30,3,5,0,0,62,0
66855,1,44,3,17,0,0,56,0
39827,1,34,1,5,0,0,57,0
27056,1,42,4,9,0,0,60,0
72057,1,28,5,3,0,0,89,1
13008,2,37,3,4,0,0,63,0
16894,2,30,3,2,0,0,69,0
74210,1,36,5,8,1,0,77,0
73079,1,24,,1,1,0,82,0
23641,1,31,5,4,1,0,57,1
72115,1,31,1,7,1,1,60,1
58627,1,34,5,5,1,0,59,1
55290,1,31,4,4,1,0,60,0
65995,1,32,4,4,0,0,72,0
45613,1,37,3,4,0,0,80,0
58134,1,40,3,10,0,0,50,0
72778,1,36,3,3,0,0,54,0
18456,1,28,3,2,0,0,84,0
32076,1,29,3,5,0,0,81,0
15664,2,28,1,2,0,0,70,0
45175,1,40,3,10,0,0,60,0
24733,1,34,2,10,0,0,56,0
48780,2,33,4,3,0,0,83,0
17318,1,30,5,6,1,0,81,0
32770,2,52,3,24,0,0,51,0
458,2,50,1,17,0,0,48,0
13820,1,36,5,4,1,0,75,0
71226,2,29,4,2,0,0,71,0
59665,1,35,5,4,1,0,60,1
41517,1,28,1,4,0,0,50,0
27525,1,50,1,10,0,0,52,0
3947,1,41,4,12,0,0,79,0
44932,1,36,3,3,0,0,50,0
2684,2,33,4,6,1,0,47,0
16962,1,44,5,5,1,0,97,1
35531,1,28,3,3,0,0,79,0
17169,3,35,5,3,0,0,87,1
6316,1,28,3,6,1,0,47,0
2469,1,32,4,7,0,0,61,0
32157,1,30,3,5,1,0,49,0
15419,1,30,1,5,0,0,55,0
54544,1,36,4,10,1,0,83,0
33239,1,34,3,5,0,0,54,0
39262,2,47,3,7,0,0,84,0
7737,1,52,3,6,0,0,61,0
5263,2,33,3,9,1,0,62,1
43299,1,35,2,4,0,0,59,0
26303,1,32,1,2,0,0,48,0
37965,1,45,3,6,1,0,84,0
37242,1,54,4,15,0,0,66,0
73476,1,47,4,11,0,0,49,0
44387,1,48,3,3,1,0,60,0
75555,1,33,5,10,0,0,60,0
41420,1,30,4,2,0,0,59,0
14744,1,27,3,3,1,0,84,0
37724,1,36,2,9,0,0,87,0
30902,1,39,5,6,0,0,74,1
76475,1,30,2,4,0,0,77,0
50387,1,34,4,3,0,0,50,0
46821,1,27,,1,0,0,58,0
15551,4,27,1,2,0,0,48,0
63704,1,57,4,29,0,0,61,0
55008,1,39,3,9,0,0,48,0
14938,3,34,1,5,1,0,79,0
18834,1,33,5,2,0,0,90,1
9912,1,41,3,6,0,0,80,0
13949,1,29,3,5,0,0,80,0
60932,2,30,5,6,1,0,85,0
